lambda_index,lambda,rho,clusters_2d,clusters_3d,min_linf,time_sec,ari_round3
0,0.0,8.0,10,10,0.04155060276389122,0.25345373153686523,0.0
1,0.0001,8.0,10,10,0.03491240739822388,0.29639744758605957,0.0
2,0.00012640883055713373,8.0,10,10,0.033525314182043076,0.26964664459228516,0.0
3,0.00015979192442822145,8.0,10,10,0.032683126628398895,0.3138401508331299,0.0
4,0.00020199110299445384,8.0,10,10,0.03162515163421631,0.29651761054992676,0.0
5,0.0002553345911247446,8.0,10,10,0.0312674455344677,0.3145132064819336,0.0
6,0.00032276547064862866,8.0,10,10,0.030628731474280357,0.32228779792785645,0.0
7,0.00040800405688916016,8.0,10,10,0.031020181253552437,0.38300514221191406,0.0
8,0.0005157531569392505,8.0,10,10,0.03118923492729664,0.3834350109100342,0.0
9,0.0006519575342484052,8.0,10,10,0.029834838584065437,0.43578100204467773,0.0
10,0.0008241318947725336,8.0,10,10,0.029610879719257355,0.4478006362915039,0.0
11,0.0010417754904303077,8.0,10,10,0.028492677956819534,0.4494447708129883,0.0
12,0.0013168962144837965,8.0,10,10,0.03036782145500183,0.44888877868652344,0.0
13,0.0016646731043801306,8.0,10,10,0.030269473791122437,0.4482760429382324,0.0
14,0.0021042938038460593,8.0,10,10,0.031579576432704926,0.4502389430999756,0.0
15,0.002660013188928029,8.0,10,10,0.03216084837913513,0.4536473751068115,0.0
16,0.003362491564789445,8.0,10,10,0.03308447450399399,0.4499833583831787,0.0
17,0.004250486264632604,8.0,10,10,0.033761054277420044,0.44875621795654297,0.0
18,0.005372989980113671,8.0,10,10,0.03497942537069321,0.44926953315734863,0.0
19,0.006791933799813663,8.0,10,10,0.03419184684753418,0.4483816623687744,0.0
20,0.008585604088559148,8.0,10,10,0.038723185658454895,0.44998764991760254,0.0
21,0.010852961724613079,8.0,10,10,0.03963705897331238,0.449246883392334,0.0
22,0.01371910199689674,8.0,10,10,0.042424269020557404,0.44891786575317383,0.0
23,0.017342156397217548,8.0,10,10,0.04391804337501526,0.44900059700012207,0.0
24,0.021922017095111858,8.0,10,10,0.041071753948926926,0.4486849308013916,0.0
25,0.027711365444465837,8.0,10,10,0.007816102355718613,0.4488673210144043,0.0
26,0.035029612989762926,8.0,9,10,0.003624971956014633,0.44904541969299316,0.0
27,0.04428052412904917,8.0,10,10,0.0031213387846946716,0.4488358497619629,0.0
28,0.055974492716100485,8.0,10,10,0.0036246180534362793,0.450714111328125,0.0
29,0.07075670165271061,8.0,10,10,0.0033630281686782837,0.44973063468933105,0.0
30,0.0894427190999916,8.0,10,10,0.005282938480377197,0.44943690299987793,0.0
31,0.11306349523280158,8.0,10,10,0.007463887333869934,0.4494740962982178,0.0
32,0.14292224211080512,8.0,10,10,0.006963513791561127,0.4493124485015869,0.0
33,0.18066633485830408,8.0,10,10,0.008298039436340332,0.44852423667907715,0.0
34,0.22837820110481744,8.0,10,10,0.026781022548675537,0.4493215084075928,0.0
35,0.2886902132640188,8.0,10,10,0.014359988272190094,0.4490633010864258,0.0
36,0.3649299225199419,8.0,10,10,0.02146938443183899,0.44977712631225586,0.0
37,0.4613036474105127,8.0,10,10,0.021994538605213165,0.4495244026184082,0.0
38,0.5831285460090326,8.0,10,10,0.017728760838508606,0.44955015182495117,0.0
39,0.7371259756548356,8.0,10,10,0.024813184514641762,0.44870734214782715,0.0
40,0.931792325558141,8.0,10,10,0.01640452817082405,0.4493534564971924,0.0
41,1.177867781959165,8.0,10,10,0.02724538743495941,0.4494171142578125,0.0
42,1.48892888868383,8.0,10,10,0.013769261538982391,0.44832372665405273,0.0
43,1.882137596012561,8.0,10,10,0.016438201069831848,0.44922494888305664,0.0
44,2.3791881245956286,8.0,10,10,0.015267874114215374,0.4492766857147217,0.0
45,3.0075038850555353,8.0,10,10,0.018277518451213837,0.44853830337524414,0.0
46,3.801750490059066,8.0,10,10,0.017590012401342392,0.4492623805999756,0.0
47,4.8057483351837655,8.0,10,10,0.020024091005325317,0.4487650394439697,0.0
48,6.074890270024722,8.0,10,10,0.016260724514722824,0.44881510734558105,0.0
49,7.679197747967353,8.0,10,10,0.021145492792129517,0.449566125869751,0.0
50,9.70718406937528,8.0,10,10,0.013745933771133423,0.4501204490661621,0.0
51,12.270737862125678,8.0,10,10,0.0213935486972332,0.4492189884185791,0.0
52,15.511296232244533,8.0,10,10,0.021626219153404236,0.4487764835357666,0.0
53,19.60764817143306,8.0,10,10,0.021728768944740295,0.44910645484924316,0.0
54,24.785798753265745,8.0,10,10,0.02267415262758732,0.448854923248291,0.0
55,31.33143834824786,8.0,10,10,0.017406705766916275,0.44995999336242676,0.0
56,39.60570481274946,8.0,10,10,0.016538217663764954,0.4484438896179199,0.0
57,50.06510828770702,8.0,10,10,0.019772738218307495,0.4503288269042969,0.0
58,63.28671790365308,8.0,10,10,0.01707938313484192,0.4500911235809326,0.0
59,80.0,8.0,10,10,0.0204228013753891,0.4493594169616699,0.0
