lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,9,0.025599807500839233,2.1597118377685547,0.055248618784530384
1,0.0001,8.0,1,8,0.023286893963813782,2.080639600753784,0.10989010989010989
2,0.0001518445924339445,8.0,1,8,0.024316970258951187,2.3732714653015137,0.16393442622950818
3,0.0002305678025143074,8.0,1,9,0.022831842303276062,4.981889724731445,0.055248618784530384
4,0.00035010474001175213,8.0,1,8,0.021237477660179138,21.103249073028564,0.16393442622950818
5,0.0005316151155627665,8.0,1,8,0.019823968410491943,7.739865064620972,0.16393442622950818
6,0.000807228805543526,8.0,1,8,0.019230782985687256,6.307046413421631,0.10989010989010989
7,0.0012257332897869654,8.0,1,8,0.021197855472564697,5.619932413101196,0.16393442622950818
8,0.0018612097182041994,8.0,1,8,0.021546006202697754,5.053317308425903,0.16393442622950818
9,0.0028261463109481365,8.0,1,8,0.02017219364643097,4.467634916305542,0.16393442622950818
10,0.004291350347446156,8.0,1,8,0.02039891481399536,4.2563629150390625,0.16393442622950818
11,0.006516183444992277,8.0,1,8,0.020251497626304626,4.18737530708313,0.16393442622950818
12,0.009894472194296698,8.0,1,8,0.024977996945381165,4.451774597167969,0.10989010989010989
13,0.015024220976919786,8.0,1,7,0.021087542176246643,4.899234771728516,0.21739130434782608
14,0.022813467108779066,8.0,1,4,0.0018732845783233643,4.605841875076294,0.6735751295336787
15,0.03464101615137756,8.0,1,3,0.0015599876642227173,4.73600959777832,0.7216494845360825
16,0.05260050979003619,8.0,1,3,0.002796582877635956,4.25605583190918,0.8163265306122449
17,0.07987102970885754,8.0,1,3,0.0021120458841323853,4.376599073410034,0.8163265306122449
18,0.12127983953420945,8.0,1,3,0.002992585301399231,4.418104887008667,0.8163265306122449
19,0.18415687804526243,8.0,1,4,0.0054397135972976685,4.662487983703613,0.5263157894736842
20,0.27963226090690496,8.0,1,4,0.006975039839744568,4.160678386688232,-0.029850746268656716
21,0.4246064668879146,8.0,1,4,0.016440987586975098,4.483317136764526,0.11398963730569948
22,0.6447419590941255,8.0,1,6,0.024104256182909012,4.700176477432251,0.17297297297297298
23,0.979005800037105,8.0,1,3,0.015202514827251434,4.51031494140625,-0.01020408163265306
24,1.4865673669710213,8.0,1,4,0.025686223059892654,4.630549430847168,-0.125
25,2.2572721596331653,8.0,1,4,0.020832285284996033,4.025153160095215,-0.01020408163265306
26,3.42754571091988,8.0,1,6,0.01832502707839012,4.397752523422241,0.0855614973262032
27,5.204542815233443,8.0,1,4,0.012027725577354431,4.89837384223938,-0.10204081632653061
28,7.902816825841355,8.0,1,5,0.00874757394194603,4.621551990509033,0.0
29,12.0,8.0,1,3,0.01883341372013092,6.283892631530762,-0.01020408163265306
