lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,7,0.023959755897521973,0.9337828159332275,0.16393442622950818
1,0.0001,8.0,1,8,0.025365889072418213,0.9094870090484619,0.10989010989010989
2,0.00012742749857031334,8.0,1,10,0.03095036745071411,0.9876401424407959,0.0
3,0.0001623776739188721,8.0,1,10,0.03093837946653366,1.0472772121429443,0.0
4,0.00020691380811147902,8.0,1,9,0.030614912509918213,0.9356324672698975,0.055248618784530384
5,0.00026366508987303583,8.0,1,10,0.03149804472923279,0.9351673126220703,0.0
6,0.0003359818286283781,8.0,1,10,0.0323217511177063,1.066474199295044,0.0
7,0.00042813323987193956,8.0,1,10,0.03304320573806763,1.3051650524139404,0.0
8,0.000545559478116852,8.0,1,9,0.033796340227127075,1.3493618965148926,0.055248618784530384
9,0.0006951927961775605,8.0,1,9,0.03353923559188843,1.349278450012207,0.055248618784530384
10,0.0008858667904100823,8.0,1,10,0.0346255898475647,1.343092679977417,0.0
11,0.0011288378916846883,8.0,1,10,0.036188364028930664,1.3454983234405518,0.0
12,0.0014384498882876629,8.0,1,10,0.036885738372802734,1.3454539775848389,0.0
13,0.0018329807108324356,8.0,1,10,0.03898376226425171,1.3441848754882812,0.0
14,0.002335721469090121,8.0,1,10,0.03792011737823486,1.344270944595337,0.0
15,0.002976351441631319,8.0,1,10,0.03969058394432068,1.3479211330413818,0.0
16,0.00379269019073225,8.0,1,10,0.041403621435165405,1.343597412109375,0.0
17,0.004832930238571752,8.0,1,10,0.04415324330329895,1.3436455726623535,0.0
18,0.00615848211066026,8.0,1,10,0.044671863317489624,1.3456509113311768,0.0
19,0.007847599703514606,8.0,1,10,0.047565311193466187,1.348816156387329,0.0
20,0.01,8.0,1,10,0.04564163088798523,1.3490643501281738,0.0
21,0.012742749857031334,8.0,1,10,0.04924364760518074,1.3434698581695557,0.0
22,0.01623776739188721,8.0,1,10,0.056946396827697754,1.3476104736328125,0.0
23,0.0206913808111479,8.0,1,10,0.06710034608840942,1.3474750518798828,0.0
24,0.026366508987303583,8.0,1,10,0.05303507298231125,1.3460009098052979,0.0
25,0.03359818286283781,8.0,1,9,0.0066874027252197266,1.348628044128418,0.055248618784530384
26,0.04281332398719392,8.0,1,8,0.006819009780883789,1.3532121181488037,0.10989010989010989
27,0.05455594781168514,8.0,1,7,0.005608435720205307,1.354926586151123,0.21739130434782608
28,0.06951927961775606,8.0,1,9,0.005023211240768433,1.346773624420166,0.055248618784530384
29,0.08858667904100823,8.0,1,6,0.005817830562591553,1.349524974822998,0.2702702702702703
30,0.11288378916846883,8.0,1,4,0.006691724061965942,1.3503296375274658,0.5263157894736842
31,0.14384498882876628,8.0,1,5,0.010064825415611267,1.3469085693359375,0.37433155080213903
32,0.18329807108324356,8.0,1,6,0.014112934470176697,1.3432304859161377,0.3225806451612903
33,0.23357214690901212,8.0,1,6,0.012676648795604706,1.3441920280456543,0.2702702702702703
34,0.29763514416313164,8.0,1,6,0.01958046853542328,1.350231647491455,0.2702702702702703
35,0.3792690190732246,8.0,1,6,0.022210150957107544,1.3428237438201904,0.3225806451612903
36,0.4832930238571752,8.0,1,6,0.01668354868888855,1.345763921737671,-0.0106951871657754
37,0.615848211066026,8.0,1,8,0.023495033383369446,1.3435781002044678,0.16393442622950818
38,0.7847599703514607,8.0,1,6,0.010394632816314697,1.3478751182556152,-0.10695187165775401
39,1.0,8.0,1,4,0.022876374423503876,1.3469760417938232,0.15625
