lambda_index,lambda,rho,clusters_2d,clusters_3d,min_linf,time_sec,ari_round3
0,0.0,8.0,10,10,0.04155060276389122,0.2808387279510498,0.0
1,0.0001,8.0,10,10,0.03491240739822388,0.33764123916625977,0.0
2,0.00012640883055713373,8.0,10,10,0.033525314182043076,0.2990732192993164,0.0
3,0.00015979192442822145,8.0,10,10,0.032683126628398895,0.3480048179626465,0.0
4,0.00020199110299445384,8.0,10,10,0.03162515163421631,0.3244657516479492,0.0
5,0.0002553345911247446,8.0,10,10,0.0312674455344677,0.3466031551361084,0.0
6,0.00032276547064862866,8.0,10,10,0.030628731474280357,0.35779309272766113,0.0
7,0.00040800405688916016,8.0,10,10,0.031020181253552437,0.42592930793762207,0.0
8,0.0005157531569392505,8.0,10,10,0.03118923492729664,0.434720516204834,0.0
9,0.0006519575342484052,8.0,10,10,0.029834838584065437,0.48566484451293945,0.0
10,0.0008241318947725336,8.0,10,10,0.029610879719257355,0.5079219341278076,0.0
11,0.0010417754904303077,8.0,10,10,0.028492677956819534,0.5058543682098389,0.0
12,0.0013168962144837965,8.0,10,10,0.03036782145500183,0.5045835971832275,0.0
13,0.0016646731043801306,8.0,10,10,0.030269473791122437,0.4994666576385498,0.0
14,0.0021042938038460593,8.0,10,10,0.031579576432704926,0.49844789505004883,0.0
15,0.002660013188928029,8.0,10,10,0.03216084837913513,0.49251294136047363,0.0
16,0.003362491564789445,8.0,10,10,0.03308447450399399,0.5061702728271484,0.0
17,0.004250486264632604,8.0,10,10,0.033761054277420044,0.508314847946167,0.0
18,0.005372989980113671,8.0,10,10,0.03497942537069321,0.509824275970459,0.0
19,0.006791933799813663,8.0,10,10,0.03419184684753418,0.5064973831176758,0.0
20,0.008585604088559148,8.0,10,10,0.038723185658454895,0.5079326629638672,0.0
21,0.010852961724613079,8.0,10,10,0.03963705897331238,0.49758148193359375,0.0
22,0.01371910199689674,8.0,10,10,0.042424269020557404,0.5066461563110352,0.0
23,0.017342156397217548,8.0,10,10,0.04391804337501526,0.507878303527832,0.0
24,0.021922017095111858,8.0,10,10,0.041071753948926926,0.5078685283660889,0.0
25,0.027711365444465837,8.0,10,10,0.007816102355718613,0.49912381172180176,0.0
26,0.035029612989762926,8.0,9,10,0.003624971956014633,0.5078153610229492,0.0
27,0.04428052412904917,8.0,10,10,0.0031213387846946716,0.5050034523010254,0.0
28,0.055974492716100485,8.0,10,10,0.0036246180534362793,0.5085527896881104,0.0
29,0.07075670165271061,8.0,10,10,0.0033630281686782837,0.5059893131256104,0.0
30,0.0894427190999916,8.0,10,10,0.005282938480377197,0.5077455043792725,0.0
31,0.11306349523280158,8.0,10,10,0.007463887333869934,0.49851369857788086,0.0
32,0.14292224211080512,8.0,10,10,0.006963513791561127,0.5026676654815674,0.0
33,0.18066633485830408,8.0,10,10,0.008298039436340332,0.5038547515869141,0.0
34,0.22837820110481744,8.0,10,10,0.026781022548675537,0.5076708793640137,0.0
35,0.2886902132640188,8.0,10,10,0.014359988272190094,0.5056140422821045,0.0
36,0.3649299225199419,8.0,10,10,0.02146938443183899,0.5085659027099609,0.0
37,0.4613036474105127,8.0,10,10,0.021994538605213165,0.5046985149383545,0.0
38,0.5831285460090326,8.0,10,10,0.017728760838508606,0.5037045478820801,0.0
39,0.7371259756548356,8.0,10,10,0.024813184514641762,0.5089643001556396,0.0
40,0.931792325558141,8.0,10,10,0.01640452817082405,0.5125551223754883,0.0
41,1.177867781959165,8.0,10,10,0.02724538743495941,0.5065512657165527,0.0
42,1.48892888868383,8.0,10,10,0.013769261538982391,0.5010330677032471,0.0
43,1.882137596012561,8.0,10,10,0.016438201069831848,0.5030272006988525,0.0
44,2.3791881245956286,8.0,10,10,0.015267874114215374,0.5000848770141602,0.0
45,3.0075038850555353,8.0,10,10,0.018277518451213837,0.5132262706756592,0.0
46,3.801750490059066,8.0,10,10,0.017590012401342392,0.512415885925293,0.0
47,4.8057483351837655,8.0,10,10,0.020024091005325317,0.507631778717041,0.0
48,6.074890270024722,8.0,10,10,0.016260724514722824,0.5042142868041992,0.0
49,7.679197747967353,8.0,10,10,0.021145492792129517,0.50614333152771,0.0
50,9.70718406937528,8.0,10,10,0.013745933771133423,0.4974846839904785,0.0
51,12.270737862125678,8.0,10,10,0.0213935486972332,0.5031650066375732,0.0
52,15.511296232244533,8.0,10,10,0.021626219153404236,0.5063316822052002,0.0
53,19.60764817143306,8.0,10,10,0.021728768944740295,0.5109713077545166,0.0
54,24.785798753265745,8.0,10,10,0.02267415262758732,0.5056402683258057,0.0
55,31.33143834824786,8.0,10,10,0.017406705766916275,0.5093681812286377,0.0
56,39.60570481274946,8.0,10,10,0.016538217663764954,0.5038797855377197,0.0
57,50.06510828770702,8.0,10,10,0.019772738218307495,0.5062978267669678,0.0
58,63.28671790365308,8.0,10,10,0.01707938313484192,0.5081307888031006,0.0
59,80.0,8.0,10,10,0.0204228013753891,0.5084600448608398,0.0
