lambda_index,lambda,rho,clusters_2d,clusters_3d,min_linf,time_sec,ari_round3
0,0.0,8.0,10,10,0.2803516983985901,0.29076361656188965,0.0
1,0.0001,8.0,10,10,0.2765180468559265,0.28018712997436523,0.0
2,0.00012640883055713373,8.0,10,10,0.27372312545776367,0.27643299102783203,0.0
3,0.00015979192442822145,8.0,10,10,0.27124282717704773,0.2872934341430664,0.0
4,0.00020199110299445384,8.0,10,10,0.26889684796333313,0.2752361297607422,0.0
5,0.0002553345911247446,8.0,10,10,0.2666425108909607,0.2938103675842285,0.0
6,0.00032276547064862866,8.0,10,10,0.26450398564338684,0.29105210304260254,0.0
7,0.00040800405688916016,8.0,10,10,0.2624710202217102,0.2895052433013916,0.0
8,0.0005157531569392505,8.0,10,10,0.2625406086444855,0.2735576629638672,0.0
9,0.0006519575342484052,8.0,10,10,0.265376478433609,0.273057222366333,0.0
10,0.0008241318947725336,8.0,10,10,0.2679152488708496,0.27988719940185547,0.0
11,0.0010417754904303077,8.0,10,10,0.27043744921684265,0.2786288261413574,0.0
12,0.0013168962144837965,8.0,10,10,0.272892028093338,0.2959742546081543,0.0
13,0.0016646731043801306,8.0,10,10,0.27526766061782837,0.31003451347351074,0.0
14,0.0021042938038460593,8.0,10,10,0.2774510085582733,0.31030964851379395,0.0
15,0.002660013188928029,8.0,10,10,0.279597669839859,0.35474324226379395,0.0
16,0.003362491564789445,8.0,10,10,0.2819155156612396,0.37174463272094727,0.0
17,0.004250486264632604,8.0,10,10,0.2843960225582123,0.3812565803527832,0.0
18,0.005372989980113671,8.0,10,10,0.28696468472480774,0.4133327007293701,0.0
19,0.006791933799813663,8.0,10,10,0.28871944546699524,0.5051391124725342,0.0
20,0.008585604088559148,8.0,10,10,0.29067641496658325,0.49863624572753906,0.0
21,0.010852961724613079,8.0,10,10,0.29286521673202515,0.4989748001098633,0.0
22,0.01371910199689674,8.0,10,10,0.29576006531715393,0.49579524993896484,0.0
23,0.017342156397217548,8.0,10,10,0.29887697100639343,0.5025568008422852,0.0
24,0.021922017095111858,8.0,10,10,0.28078338503837585,0.5021703243255615,0.0
25,0.027711365444465837,8.0,10,10,0.2667534053325653,0.49842190742492676,0.0
26,0.035029612989762926,8.0,10,10,0.2739018201828003,0.501220703125,0.0
27,0.04428052412904917,8.0,10,10,0.2895701825618744,0.4996645450592041,0.0
28,0.055974492716100485,8.0,10,10,0.29267042875289917,0.49774885177612305,0.0
29,0.07075670165271061,8.0,10,10,0.26446443796157837,0.4902162551879883,0.0
30,0.0894427190999916,8.0,10,10,0.2733352482318878,0.4951751232147217,0.0
31,0.11306349523280158,8.0,10,10,0.30844104290008545,0.4861109256744385,0.0
32,0.14292224211080512,8.0,10,10,0.3435535430908203,0.49832701683044434,0.0
33,0.18066633485830408,8.0,10,10,0.3426383137702942,0.5012750625610352,0.0
34,0.22837820110481744,8.0,10,10,0.23551160097122192,0.4937288761138916,0.0
35,0.2886902132640188,8.0,10,10,0.13622915744781494,0.5012845993041992,0.0
36,0.3649299225199419,8.0,10,10,0.061803221702575684,0.4951643943786621,0.0
37,0.4613036474105127,8.0,10,10,0.019841669127345085,0.4944498538970947,0.0
38,0.5831285460090326,8.0,10,10,0.04239627718925476,0.4972686767578125,0.0
39,0.7371259756548356,8.0,10,10,0.018572647124528885,0.5047361850738525,0.0
40,0.931792325558141,8.0,10,10,0.023213107138872147,0.5013186931610107,0.0
41,1.177867781959165,8.0,10,10,0.019077204167842865,0.5044593811035156,0.0
42,1.48892888868383,8.0,10,10,0.022966384887695312,0.4987931251525879,0.0
43,1.882137596012561,8.0,10,10,0.02399769425392151,0.49624061584472656,0.0
44,2.3791881245956286,8.0,10,10,0.015890585258603096,0.4963974952697754,0.0
45,3.0075038850555353,8.0,10,10,0.01134234294295311,0.500922441482544,0.0
46,3.801750490059066,8.0,10,10,0.024401819333434105,0.5100743770599365,0.0
47,4.8057483351837655,8.0,10,10,0.020084530115127563,0.503535270690918,0.0
48,6.074890270024722,8.0,10,10,0.01885463297367096,0.497342586517334,0.0
49,7.679197747967353,8.0,10,10,0.016769524663686752,0.49880290031433105,0.0
50,9.70718406937528,8.0,10,10,0.018970154225826263,0.4983038902282715,0.0
51,12.270737862125678,8.0,10,10,0.015943236649036407,0.5065841674804688,0.0
52,15.511296232244533,8.0,10,10,0.017142757773399353,0.5022196769714355,0.0
53,19.60764817143306,8.0,10,10,0.015716254711151123,0.5057833194732666,0.0
54,24.785798753265745,8.0,10,10,0.021618062630295753,0.5000958442687988,0.0
55,31.33143834824786,8.0,10,10,0.021243145689368248,0.49654436111450195,0.0
56,39.60570481274946,8.0,10,10,0.013217329978942871,0.5036702156066895,0.0
57,50.06510828770702,8.0,10,10,0.014505282044410706,0.5016083717346191,0.0
58,63.28671790365308,8.0,10,10,0.014172196388244629,0.4987313747406006,0.0
59,80.0,8.0,10,10,0.015701651573181152,0.5010309219360352,0.0
