lambda_index,lambda,rho,clusters_2d,clusters_3d,min_linf,time_sec,ari_round3
0,0.0,8.0,10,10,0.1434800773859024,0.45612072944641113,0.0
1,0.0001,8.0,10,10,0.14369606971740723,0.3096802234649658,0.0
2,0.0001518445924339445,8.0,10,10,0.14374619722366333,0.33907651901245117,0.0
3,0.0002305678025143074,8.0,10,10,0.14368709921836853,0.36363863945007324,0.0
4,0.00035010474001175213,8.0,10,10,0.1436319649219513,0.3987715244293213,0.0
5,0.0005316151155627665,8.0,10,10,0.1436011642217636,0.4387695789337158,0.0
6,0.000807228805543526,8.0,10,10,0.1436024308204651,0.4983224868774414,0.0
7,0.0012257332897869654,8.0,10,10,0.14368975162506104,0.5131452083587646,0.0
8,0.0018612097182041994,8.0,10,10,0.14447423815727234,0.512941837310791,0.0
9,0.0028261463109481365,8.0,10,10,0.14622248709201813,0.5131301879882812,0.0
10,0.004291350347446156,8.0,10,10,0.1468423455953598,0.5138416290283203,0.0
11,0.006516183444992277,8.0,10,10,0.15099506080150604,0.5137848854064941,0.0
12,0.009894472194296698,8.0,10,10,0.157424658536911,0.5131206512451172,0.0
13,0.015024220976919786,8.0,10,10,0.16350950300693512,0.5126602649688721,0.0
14,0.022813467108779066,8.0,10,10,0.1682838499546051,0.513646125793457,0.0
15,0.03464101615137756,8.0,10,10,0.16948647797107697,0.5139310359954834,0.0
16,0.05260050979003619,8.0,10,10,0.1564878672361374,0.5138592720031738,0.0
17,0.07987102970885754,8.0,10,10,0.18898077309131622,0.5131428241729736,0.0
18,0.12127983953420945,8.0,10,10,0.15213385224342346,0.5129821300506592,0.0
19,0.18415687804526243,8.0,10,10,0.0469970703125,0.5133941173553467,0.0
20,0.27963226090690496,8.0,10,10,0.017381835728883743,0.5133516788482666,0.0
21,0.4246064668879146,8.0,10,10,0.02068375051021576,0.51180100440979,0.0
22,0.6447419590941255,8.0,10,10,0.01717238873243332,0.5120501518249512,0.0
23,0.979005800037105,8.0,10,10,0.009131239727139473,0.5124111175537109,0.0
24,1.4865673669710213,8.0,10,10,0.014127910137176514,0.5129818916320801,0.0
25,2.2572721596331653,8.0,10,10,0.017711922526359558,0.5135171413421631,0.0
26,3.42754571091988,8.0,10,10,0.023665592074394226,0.512784481048584,0.0
27,5.204542815233443,8.0,10,10,0.017446011304855347,0.5133273601531982,0.0
28,7.902816825841355,8.0,10,10,0.010903202928602695,0.5134809017181396,0.0
29,12.0,8.0,10,10,0.015704907476902008,0.5129590034484863,0.0
