lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,10,0.030799195170402527,2.53058123588562,0.0
1,0.0001,8.0,1,10,0.030819587409496307,2.5287389755249023,0.0
2,0.0001518445924339445,8.0,1,10,0.03095579892396927,2.499671220779419,0.0
3,0.0002305678025143074,8.0,1,9,0.02961757779121399,2.4668095111846924,0.055248618784530384
4,0.00035010474001175213,8.0,1,9,0.027828365564346313,2.626281261444092,0.055248618784530384
5,0.0005316151155627665,8.0,1,9,0.02715402841567993,2.7377970218658447,0.055248618784530384
6,0.000807228805543526,8.0,1,9,0.026668861508369446,2.959817409515381,0.055248618784530384
7,0.0012257332897869654,8.0,1,9,0.026976242661476135,2.9984798431396484,0.055248618784530384
8,0.0018612097182041994,8.0,1,9,0.026815414428710938,3.004021406173706,0.055248618784530384
9,0.0028261463109481365,8.0,1,9,0.027276530861854553,2.9915714263916016,0.055248618784530384
10,0.004291350347446156,8.0,1,9,0.02550530433654785,2.9974865913391113,0.055248618784530384
11,0.006516183444992277,8.0,1,8,0.02400873601436615,2.9984421730041504,0.10989010989010989
12,0.009894472194296698,8.0,1,8,0.024310320615768433,2.9981203079223633,0.10989010989010989
13,0.015024220976919786,8.0,1,6,0.018468961119651794,3.098623752593994,0.2702702702702703
14,0.022813467108779066,8.0,1,5,0.0011912137269973755,2.9976019859313965,0.37433155080213903
15,0.03464101615137756,8.0,1,4,0.0018369480967521667,2.9978644847869873,0.6735751295336787
16,0.05260050979003619,8.0,1,3,0.0018695443868637085,2.998966693878174,0.8163265306122449
17,0.07987102970885754,8.0,1,4,0.003370717167854309,2.9989287853240967,0.625
18,0.12127983953420945,8.0,1,4,0.0032621920108795166,2.9990556240081787,0.625
19,0.18415687804526243,8.0,1,5,0.007110413163900375,3.0975191593170166,0.47619047619047616
20,0.27963226090690496,8.0,1,4,0.004895485937595367,2.997317314147949,0.19047619047619047
21,0.4246064668879146,8.0,1,6,0.01300547644495964,3.0064756870269775,0.07567567567567568
22,0.6447419590941255,8.0,1,8,0.01616126298904419,2.9986820220947266,-0.03278688524590164
23,0.979005800037105,8.0,1,8,0.008889824151992798,3.090160846710205,0.01098901098901099
24,1.4865673669710213,8.0,1,10,0.03168203681707382,2.997429847717285,0.0
25,2.2572721596331653,8.0,1,7,0.018780693411827087,3.100322723388672,0.21739130434782608
26,3.42754571091988,8.0,1,7,0.017982393503189087,3.0974700450897217,-0.06451612903225806
27,5.204542815233443,8.0,1,9,0.015173360705375671,3.0977623462677,0.055248618784530384
28,7.902816825841355,8.0,1,9,0.022651229053735733,2.9394283294677734,0.055248618784530384
29,12.0,8.0,1,8,0.016734547913074493,2.9573047161102295,0.01098901098901099
