lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,10,0.2671522796154022,0.8044564723968506,0.0
1,0.0001,8.0,1,10,0.2694441080093384,0.6970593929290771,0.0
2,0.00015978449816454933,8.0,1,10,0.2728801369667053,0.6945066452026367,0.0
3,0.0002553108585369684,8.0,1,10,0.2764315605163574,0.7553939819335938,0.0
4,0.0004079471740728974,8.0,1,10,0.27517443895339966,0.7734072208404541,0.0
5,0.0006518363448688389,8.0,1,10,0.2712251543998718,0.8307862281799316,0.0
6,0.0010415334325028153,8.0,1,10,0.26654136180877686,0.43212366104125977,0.0
7,0.0016642089683406285,8.0,1,10,0.2625364661216736,0.7304246425628662,0.0
8,0.0026591479484724943,8.0,1,10,0.2592192590236664,0.9553046226501465,0.0
9,0.0042489062049196795,8.0,1,10,0.25640690326690674,1.112769603729248,0.0
10,0.006789093457013307,8.0,1,10,0.2537067234516144,0.7314984798431396,0.0
11,0.010847918910210965,8.0,1,10,0.2504905164241791,0.7940247058868408,0.0
12,0.017333292791977824,8.0,1,10,0.24642716348171234,0.7040276527404785,0.0
13,0.027695914903053766,8.0,1,10,0.2279166728258133,0.9098587036132812,0.0
14,0.04425377863992504,8.0,1,10,0.22580140829086304,0.8416900634765625,0.0
15,0.07071067811865475,8.0,1,10,0.23348774015903473,1.000476360321045,0.0
16,0.11298470218064216,8.0,1,10,0.2963109016418457,0.8504016399383545,0.0
17,0.1805320393820497,8.0,1,10,0.25448864698410034,0.7263014316558838,0.0
18,0.28846221315283466,8.0,1,10,0.1942993551492691,0.9413566589355469,0.0
19,0.460917899680609,8.0,1,10,0.12154197692871094,0.8684611320495605,0.0
20,0.736475352955242,8.0,1,10,0.040849581360816956,0.918341875076294,0.0
21,1.1767734468251267,8.0,1,10,0.047529302537441254,0.9574568271636963,0.0
22,1.8803015465431967,8.0,1,9,0.031689614057540894,0.6663367748260498,0.055248618784530384
23,3.0044303901243037,8.0,1,5,0.011757388710975647,0.6620128154754639,-0.06153846153846154
24,4.800614021563325,8.0,1,5,0.01929352432489395,0.9914729595184326,-0.0106951871657754
25,7.670637023171956,8.0,1,5,0.009497851133346558,1.163438081741333,0.0
26,12.256488873499423,8.0,1,4,0.021052759140729904,1.2170069217681885,-0.10204081632653061
27,19.583969239114857,8.0,1,3,0.009757697582244873,0.9816718101501465,-0.038461538461538464
28,31.292146969419417,8.0,1,3,0.012510985136032104,0.6799628734588623,-0.09090909090909091
29,50.0,8.0,1,5,0.019409552216529846,0.8793292045593262,0.03076923076923077
