lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,10,0.015422483906149864,0.5840327739715576,0.0
1,0.0001,8.0,1,9,0.015305334702134132,0.6967308521270752,0.055248618784530384
2,0.00013538761800225446,8.0,1,10,0.015063085593283176,0.5780789852142334,0.0
3,0.00018329807108324357,8.0,1,9,0.01903345435857773,0.5913741588592529,0.055248618784530384
4,0.0002481628922836826,8.0,1,10,0.024912476539611816,0.6414451599121094,0.0
5,0.0003359818286283781,8.0,1,9,0.029963232576847076,1.056466817855835,0.055248618784530384
6,0.00045487779470037773,8.0,1,10,0.03427979350090027,1.2589316368103027,0.0
7,0.0006158482110660267,8.0,1,10,0.03450830280780792,1.2933974266052246,0.0
8,0.0008337822234717892,8.0,1,10,0.03427286446094513,1.2961344718933105,0.0
9,0.0011288378916846883,8.0,1,10,0.033745720982551575,1.3161609172821045,0.0
10,0.0015283067326587688,8.0,1,10,0.03357169032096863,1.2796058654785156,0.0
11,0.00206913808111479,8.0,1,10,0.03490160405635834,1.280045509338379,0.0
12,0.002801356761198867,8.0,1,10,0.0328974574804306,1.321648359298706,0.0
13,0.00379269019073225,8.0,1,10,0.03317476809024811,1.257932186126709,0.0
14,0.005134832907437549,8.0,1,10,0.038097888231277466,1.247157335281372,0.0
15,0.0069519279617756054,8.0,1,10,0.04226135462522507,1.2544524669647217,0.0
16,0.00941204967268067,8.0,1,8,0.04518622159957886,1.3016204833984375,0.10989010989010989
17,0.012742749857031334,8.0,1,8,0.0467158704996109,1.2471983432769775,0.10989010989010989
18,0.017252105499420408,8.0,1,8,0.05145454406738281,1.2002058029174805,0.10989010989010989
19,0.023357214690901212,8.0,1,6,0.05348831042647362,1.2809760570526123,0.2702702702702703
20,0.03162277660168379,8.0,1,7,0.04234541580080986,1.223308801651001,0.21739130434782608
21,0.04281332398719392,8.0,1,6,0.003069743514060974,1.2749290466308594,0.3225806451612903
22,0.05796393953384967,8.0,1,6,0.004384025931358337,1.191420078277588,0.3225806451612903
23,0.07847599703514607,8.0,1,4,0.004773933440446854,1.1941514015197754,0.5263157894736842
24,0.10624678308940409,8.0,1,5,0.003433413803577423,1.1299622058868408,0.47619047619047616
25,0.14384498882876628,8.0,1,9,0.0035274773836135864,1.2189297676086426,0.055248618784530384
26,0.1947483039908755,8.0,1,10,0.010581418871879578,1.267514705657959,0.0
27,0.26366508987303583,8.0,1,8,0.024939369410276413,1.3052735328674316,0.16393442622950818
28,0.35696988468260626,8.0,1,7,0.009859628975391388,1.259939432144165,0.021739130434782608
29,0.4832930238571752,8.0,1,7,0.022336937487125397,1.1540136337280273,0.06557377049180328
30,0.6543189129712962,8.0,1,10,0.02125389873981476,1.1765143871307373,0.0
31,0.8858667904100823,8.0,1,6,0.009814567863941193,1.227658987045288,-0.021621621621621623
32,1.199353946209233,8.0,1,9,0.022939272224903107,1.2505214214324951,0.055248618784530384
33,1.623776739188721,8.0,1,6,0.02341783046722412,1.2130656242370605,0.0855614973262032
34,2.1983926488622894,8.0,1,7,0.012556202709674835,1.0960779190063477,-0.03278688524590164
35,2.9763514416313193,8.0,1,7,0.020862437784671783,1.1045594215393066,0.06557377049180328
36,4.029611320200396,8.0,1,7,0.026114992797374725,1.2714543342590332,-0.06451612903225806
37,5.455594781168514,8.0,1,7,0.011019250378012657,1.3114428520202637,-0.03278688524590164
38,7.386199822079358,8.0,1,7,0.015205340459942818,1.0802855491638184,0.021739130434782608
39,10.0,8.0,1,8,0.019033968448638916,1.1886255741119385,-0.03278688524590164
