lambda_index,lambda,rho,round_decimals,clusters_eval,min_linf,time_sec,ari_eval
0,0.0,8.0,1,8,0.02675168588757515,0.6772351264953613,0.10989010989010989
1,0.0001,8.0,1,7,0.02910127490758896,0.47149181365966797,0.16393442622950818
2,0.00013538761800225446,8.0,1,8,0.030002452433109283,0.5996291637420654,0.10989010989010989
3,0.00018329807108324357,8.0,1,8,0.029072962701320648,0.48164796829223633,0.10989010989010989
4,0.0002481628922836826,8.0,1,9,0.028910912573337555,0.613288164138794,0.055248618784530384
5,0.0003359818286283781,8.0,1,9,0.029575318098068237,0.8177602291107178,0.055248618784530384
6,0.00045487779470037773,8.0,1,9,0.029635250568389893,0.7322616577148438,0.055248618784530384
7,0.0006158482110660267,8.0,1,9,0.03011956810951233,0.878615140914917,0.055248618784530384
8,0.0008337822234717892,8.0,1,10,0.03034651279449463,0.6649231910705566,0.0
9,0.0011288378916846883,8.0,1,10,0.0308493934571743,0.8223245143890381,0.0
10,0.0015283067326587688,8.0,1,9,0.03250046446919441,0.8719789981842041,0.055248618784530384
11,0.00206913808111479,8.0,1,9,0.03355013206601143,0.7853491306304932,0.055248618784530384
12,0.002801356761198867,8.0,1,9,0.034226976335048676,0.7360377311706543,0.055248618784530384
13,0.00379269019073225,8.0,1,10,0.03399363160133362,0.836838960647583,0.0
14,0.005134832907437549,8.0,1,9,0.03579080104827881,0.9039387702941895,0.055248618784530384
15,0.0069519279617756054,8.0,1,9,0.03732764348387718,0.8485836982727051,0.055248618784530384
16,0.00941204967268067,8.0,1,8,0.03992540389299393,0.9101688861846924,0.10989010989010989
17,0.012742749857031334,8.0,1,8,0.039221324026584625,0.9165401458740234,0.10989010989010989
18,0.017252105499420408,8.0,1,7,0.03481447696685791,0.6582629680633545,0.16393442622950818
19,0.023357214690901212,8.0,1,5,0.033582042902708054,0.80415940284729,0.47619047619047616
20,0.03162277660168379,8.0,1,4,0.009422926232218742,0.8939218521118164,0.5263157894736842
21,0.04281332398719392,8.0,1,3,0.0022171493619680405,0.8007669448852539,0.8163265306122449
22,0.05796393953384967,8.0,1,2,0.002698410302400589,0.7516155242919922,1.0
23,0.07847599703514607,8.0,1,3,0.004153400659561157,0.826265811920166,0.7216494845360825
24,0.10624678308940409,8.0,1,4,0.002840086817741394,1.2068846225738525,0.625
25,0.14384498882876628,8.0,1,4,0.0077969990670681,0.8693075180053711,0.5263157894736842
26,0.1947483039908755,8.0,1,5,0.012704811990261078,0.7441363334655762,0.47619047619047616
27,0.26366508987303583,8.0,1,6,0.008246265351772308,1.1477859020233154,0.27807486631016043
28,0.35696988468260626,8.0,1,2,0.01699170470237732,0.7046563625335693,-0.07655502392344497
29,0.4832930238571752,8.0,1,6,0.013135194778442383,0.8517665863037109,0.27807486631016043
30,0.6543189129712962,8.0,1,5,0.013541966676712036,1.0052211284637451,0.10471204188481675
31,0.8858667904100823,8.0,1,6,0.020185530185699463,0.8828835487365723,0.2702702702702703
32,1.199353946209233,8.0,1,5,0.01585085690021515,0.8316078186035156,0.0425531914893617
33,1.623776739188721,8.0,1,5,0.02590009942650795,0.7152671813964844,-0.09523809523809523
34,2.1983926488622894,8.0,1,7,0.01958274096250534,0.7551496028900146,0.21739130434782608
35,2.9763514416313193,8.0,1,5,0.025967814028263092,1.0515971183776855,0.09523809523809523
36,4.029611320200396,8.0,1,6,0.015659183263778687,1.110238790512085,0.2702702702702703
37,5.455594781168514,8.0,1,7,0.020229481160640717,0.6443402767181396,0.03225806451612903
38,7.386199822079358,8.0,1,5,0.02193310856819153,0.8077366352081299,0.10471204188481675
39,10.0,8.0,1,5,0.016033567488193512,0.9296748638153076,0.09523809523809523
