lambda_index,lambda,rho,clusters_2d,clusters_3d,min_linf,time_sec,ari_round3
0,0.0,8.0,10,10,0.0811130702495575,0.25956082344055176,0.0
1,0.0001,8.0,10,10,0.08607649803161621,0.2689852714538574,0.0
2,0.00012640883055713373,8.0,10,10,0.08605019748210907,0.31301021575927734,0.0
3,0.00015979192442822145,8.0,10,10,0.0871225893497467,0.29556965827941895,0.0
4,0.00020199110299445384,8.0,10,10,0.08758747577667236,0.30411863327026367,0.0
5,0.0002553345911247446,8.0,10,10,0.08789971470832825,0.29529881477355957,0.0
6,0.00032276547064862866,8.0,10,10,0.0883529856801033,0.2775709629058838,0.0
7,0.00040800405688916016,8.0,10,10,0.08907532691955566,0.30400729179382324,0.0
8,0.0005157531569392505,8.0,10,10,0.08916081488132477,0.34938740730285645,0.0
9,0.0006519575342484052,8.0,10,10,0.0931820422410965,0.3849780559539795,0.0
10,0.0008241318947725336,8.0,10,10,0.09711451828479767,0.39913177490234375,0.0
11,0.0010417754904303077,8.0,10,10,0.09976885467767715,0.3866875171661377,0.0
12,0.0013168962144837965,8.0,10,10,0.09921132028102875,0.36919665336608887,0.0
13,0.0016646731043801306,8.0,10,10,0.1007210910320282,0.4083902835845947,0.0
14,0.0021042938038460593,8.0,10,10,0.10257244110107422,0.43663763999938965,0.0
15,0.002660013188928029,8.0,10,10,0.1044938713312149,0.4629240036010742,0.0
16,0.003362491564789445,8.0,10,10,0.10576211661100388,0.4654574394226074,0.0
17,0.004250486264632604,8.0,10,10,0.10538250207901001,0.4614603519439697,0.0
18,0.005372989980113671,8.0,10,10,0.10311019420623779,0.46030521392822266,0.0
19,0.006791933799813663,8.0,10,10,0.10414377599954605,0.46018147468566895,0.0
20,0.008585604088559148,8.0,10,10,0.10970038175582886,0.46195220947265625,0.0
21,0.010852961724613079,8.0,10,10,0.11437438428401947,0.46002960205078125,0.0
22,0.01371910199689674,8.0,10,10,0.11380630731582642,0.46141481399536133,0.0
23,0.017342156397217548,8.0,10,10,0.11824705451726913,0.4615013599395752,0.0
24,0.021922017095111858,8.0,10,10,0.12634766101837158,0.461179256439209,0.0
25,0.027711365444465837,8.0,10,10,0.132372185587883,0.46161317825317383,0.0
26,0.035029612989762926,8.0,10,10,0.13683564960956573,0.4621400833129883,0.0
27,0.04428052412904917,8.0,10,10,0.13020238280296326,0.46344733238220215,0.0
28,0.055974492716100485,8.0,10,10,0.12398459017276764,0.4631829261779785,0.0
29,0.07075670165271061,8.0,10,10,0.060354456305503845,0.463085412979126,0.0
30,0.0894427190999916,8.0,10,10,0.014348488301038742,0.4647848606109619,0.0
31,0.11306349523280158,8.0,10,10,0.016165703535079956,0.4656805992126465,0.0
32,0.14292224211080512,8.0,10,10,0.0203237421810627,0.46322035789489746,0.0
33,0.18066633485830408,8.0,10,10,0.01206909865140915,0.46367383003234863,0.0
34,0.22837820110481744,8.0,10,10,0.018369808793067932,0.46105408668518066,0.0
35,0.2886902132640188,8.0,10,10,0.020203515887260437,0.4600856304168701,0.0
36,0.3649299225199419,8.0,10,10,0.00919811986386776,0.4603862762451172,0.0
37,0.4613036474105127,8.0,10,10,0.015126310288906097,0.46118998527526855,0.0
38,0.5831285460090326,8.0,10,10,0.014648117125034332,0.460216760635376,0.0
39,0.7371259756548356,8.0,10,10,0.011762574315071106,0.46096086502075195,0.0
40,0.931792325558141,8.0,10,10,0.01335739903151989,0.46111369132995605,0.0
41,1.177867781959165,8.0,10,10,0.0151076540350914,0.46004557609558105,0.0
42,1.48892888868383,8.0,10,10,0.01608125865459442,0.46062564849853516,0.0
43,1.882137596012561,8.0,10,10,0.010993607342243195,0.4606819152832031,0.0
44,2.3791881245956286,8.0,10,10,0.01732112467288971,0.4598422050476074,0.0
45,3.0075038850555353,8.0,10,10,0.022658158093690872,0.461517333984375,0.0
46,3.801750490059066,8.0,10,10,0.02111998200416565,0.46053194999694824,0.0
47,4.8057483351837655,8.0,10,10,0.0156782865524292,0.46059679985046387,0.0
48,6.074890270024722,8.0,10,10,0.012299194931983948,0.46174001693725586,0.0
49,7.679197747967353,8.0,10,10,0.01574482023715973,0.46077752113342285,0.0
50,9.70718406937528,8.0,10,10,0.02108871191740036,0.4610426425933838,0.0
51,12.270737862125678,8.0,10,10,0.018361371010541916,0.46119117736816406,0.0
52,15.511296232244533,8.0,10,10,0.016860976815223694,0.460313081741333,0.0
53,19.60764817143306,8.0,10,10,0.017627470195293427,0.46065568923950195,0.0
54,24.785798753265745,8.0,10,10,0.015200233086943626,0.46069860458374023,0.0
55,31.33143834824786,8.0,10,10,0.016245514154434204,0.4606192111968994,0.0
56,39.60570481274946,8.0,10,10,0.010717824101448059,0.4613039493560791,0.0
57,50.06510828770702,8.0,10,10,0.016481557860970497,0.46022534370422363,0.0
58,63.28671790365308,8.0,10,10,0.020411275327205658,0.46091628074645996,0.0
59,80.0,8.0,10,10,0.011324912309646606,0.46103954315185547,0.0
